type,ready,post_ready,set,post_set,tone1,gap,tone2,after,relax,post_relax
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2783.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2660.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2705.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2466.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2691.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2147.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2269.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2994.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2897.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2322.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2607.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2946.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2465.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2057.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2509.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2070.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2326.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2754.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2416.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2494.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2480.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2845.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2862.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2931.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2029.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
spacebar,,,,,,,,,,
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2436.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2371.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2045.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2336.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2580.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2542.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2324.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2736.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2741.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2296.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2787.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2001.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2258.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2590.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2199.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2563.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2832.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2652.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2728.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2136.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2597.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2263.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2804.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2286.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
